info @storybook/react v6.4.0
info 
info => Cleaning outputDir: C:\\Users\\mark\\AppData\\Local\\Temp\\chromatic--58512-d9QU5v4gBxJZ
info => Loading presets
info => Compiling manager..
info => Compiling preview..
info => Loading Webpack configuration from `node_modules\react-scripts`
info => Removing existing JavaScript and TypeScript rules.
info => Modifying Create React App rules.
info => Using default Webpack4 setup
<s> [webpack.Progress] 0% compiling
<s> [webpack.Progress] 10% building 0/0 modules 0 active 
<s> [webpack.Progress] 10% building 0/1 modules 1 active multi C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\core-server\node_modules\@storybook\core-client\dist\esm\globals\polyfills.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\core-server\node_modules\@storybook\core-client\dist\esm\globals\globals.js C:\Users\mark\Desktop\sandbox\taskbox\storybook-init-framework-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\frameworks\common\config.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\frameworks\react\config.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\react\dist\esm\client\preview\config-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-links\dist\esm\preset\addDecorator.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-actions\dist\esm\preset\addDecorator.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-actions\dist\esm\preset\addArgs.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-backgrounds\dist\esm\preset\addDecorator.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-backgrounds\dist\esm\preset\addParameter.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-measure\dist\esm\preset\addDecorator.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-outline\dist\esm\preset\addDecorator.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-interactions\dist\esm\preset\argsEnhancers.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\.storybook\preview.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\generated-stories-entry.js
<s> [webpack.Progress] 10% building 1/1 modules 0 active 
<s> [webpack.Progress] 68% building 1416/1460 modules 44 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\rowgroupRole.js
<s> [webpack.Progress] 68% building 1416/1461 modules 45 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\rowRole.js
<s> [webpack.Progress] 68% building 1416/1462 modules 46 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\regionRole.js
<s> [webpack.Progress] 68% building 1416/1463 modules 47 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\radiogroupRole.js
<s> [webpack.Progress] 68% building 1416/1464 modules 48 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\radioRole.js
<s> [webpack.Progress] 67% building 1416/1465 modules 49 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\progressbarRole.js
<s> [webpack.Progress] 67% building 1416/1466 modules 50 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\presentationRole.js
<s> [webpack.Progress] 67% building 1416/1467 modules 51 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\paragraphRole.js
<s> [webpack.Progress] 67% building 1416/1468 modules 52 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\optionRole.js
<s> [webpack.Progress] 67% building 1416/1469 modules 53 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\noteRole.js
<s> [webpack.Progress] 67% building 1416/1470 modules 54 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\noneRole.js
<s> [webpack.Progress] 67% building 1416/1471 modules 55 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\navigationRole.js
<s> [webpack.Progress] 67% building 1416/1472 modules 56 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\meterRole.js
<s> [webpack.Progress] 67% building 1416/1473 modules 57 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\menuitemradioRole.js
<s> [webpack.Progress] 67% building 1417/1473 modules 56 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\menuitemradioRole.js
<s> [webpack.Progress] 67% building 1418/1473 modules 55 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\menuitemradioRole.js
<s> [webpack.Progress] 67% building 1418/1474 modules 56 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\menuitemcheckboxRole.js
<s> [webpack.Progress] 67% building 1418/1475 modules 57 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\menuitemRole.js
<s> [webpack.Progress] 67% building 1418/1476 modules 58 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\menubarRole.js
<s> [webpack.Progress] 67% building 1418/1477 modules 59 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\menuRole.js
<s> [webpack.Progress] 67% building 1418/1478 modules 60 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\mathRole.js
<s> [webpack.Progress] 67% building 1418/1479 modules 61 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\marqueeRole.js
<s> [webpack.Progress] 67% building 1419/1479 modules 60 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\marqueeRole.js
<s> [webpack.Progress] 67% building 1419/1480 modules 61 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\mainRole.js
<s> [webpack.Progress] 67% building 1419/1481 modules 62 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\logRole.js
<s> [webpack.Progress] 67% building 1420/1481 modules 61 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\logRole.js
<s> [webpack.Progress] 67% building 1421/1481 modules 60 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\logRole.js
<s> [webpack.Progress] 67% building 1422/1481 modules 59 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\logRole.js
<s> [webpack.Progress] 67% building 1423/1481 modules 58 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\logRole.js
<s> [webpack.Progress] 67% building 1424/1481 modules 57 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\logRole.js
<s> [webpack.Progress] 67% building 1425/1481 modules 56 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\logRole.js
<s> [webpack.Progress] 67% building 1425/1482 modules 57 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listitemRole.js
<s> [webpack.Progress] 67% building 1426/1482 modules 56 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listitemRole.js
<s> [webpack.Progress] 67% building 1427/1482 modules 55 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listitemRole.js
<s> [webpack.Progress] 67% building 1428/1482 modules 54 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listitemRole.js
<s> [webpack.Progress] 67% building 1429/1482 modules 53 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listitemRole.js
<s> [webpack.Progress] 67% building 1430/1482 modules 52 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listitemRole.js
<s> [webpack.Progress] 67% building 1431/1482 modules 51 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listitemRole.js
<s> [webpack.Progress] 67% building 1432/1482 modules 50 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listitemRole.js
<s> [webpack.Progress] 68% building 1433/1482 modules 49 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listitemRole.js
<s> [webpack.Progress] 68% building 1434/1482 modules 48 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listitemRole.js
<s> [webpack.Progress] 68% building 1434/1483 modules 49 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listboxRole.js
<s> [webpack.Progress] 68% building 1435/1483 modules 48 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listboxRole.js
<s> [webpack.Progress] 68% building 1436/1483 modules 47 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listboxRole.js
<s> [webpack.Progress] 68% building 1437/1483 modules 46 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listboxRole.js
<s> [webpack.Progress] 68% building 1438/1483 modules 45 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listboxRole.js
<s> [webpack.Progress] 68% building 1439/1483 modules 44 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listboxRole.js
<s> [webpack.Progress] 68% building 1440/1483 modules 43 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listboxRole.js
<s> [webpack.Progress] 68% building 1441/1483 modules 42 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listboxRole.js
<s> [webpack.Progress] 68% building 1442/1483 modules 41 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listboxRole.js
<s> [webpack.Progress] 68% building 1443/1483 modules 40 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listboxRole.js
<s> [webpack.Progress] 68% building 1444/1483 modules 39 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listboxRole.js
<s> [webpack.Progress] 68% building 1445/1483 modules 38 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listboxRole.js
<s> [webpack.Progress] 68% building 1446/1483 modules 37 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listboxRole.js
<s> [webpack.Progress] 68% building 1447/1483 modules 36 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listboxRole.js
<s> [webpack.Progress] 68% building 1448/1483 modules 35 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listboxRole.js
<s> [webpack.Progress] 68% building 1449/1483 modules 34 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listboxRole.js
<s> [webpack.Progress] 68% building 1450/1483 modules 33 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listboxRole.js
<s> [webpack.Progress] 68% building 1451/1483 modules 32 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listboxRole.js
<s> [webpack.Progress] 68% building 1452/1483 modules 31 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listboxRole.js
<s> [webpack.Progress] 68% building 1452/1484 modules 32 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listRole.js
<s> [webpack.Progress] 68% building 1453/1484 modules 31 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listRole.js
<s> [webpack.Progress] 68% building 1454/1484 modules 30 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listRole.js
<s> [webpack.Progress] 68% building 1455/1484 modules 29 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\listRole.js
<s> [webpack.Progress] 68% building 1455/1485 modules 30 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\linkRole.js
<s> [webpack.Progress] 68% building 1456/1485 modules 29 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\linkRole.js
<s> [webpack.Progress] 68% building 1457/1485 modules 28 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\linkRole.js
<s> [webpack.Progress] 68% building 1458/1485 modules 27 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\linkRole.js
<s> [webpack.Progress] 68% building 1458/1486 modules 28 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\insertionRole.js
<s> [webpack.Progress] 68% building 1458/1487 modules 29 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\regexp.prototype.flags\index.js
<s> [webpack.Progress] 68% building 1459/1487 modules 28 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\regexp.prototype.flags\index.js
<s> [webpack.Progress] 68% building 1460/1487 modules 27 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\regexp.prototype.flags\index.js
<s> [webpack.Progress] 68% building 1461/1487 modules 26 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\regexp.prototype.flags\index.js
<s> [webpack.Progress] 68% building 1462/1487 modules 25 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\regexp.prototype.flags\index.js
<s> [webpack.Progress] 69% building 1463/1487 modules 24 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\regexp.prototype.flags\index.js
<s> [webpack.Progress] 69% building 1464/1487 modules 23 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\regexp.prototype.flags\index.js
<s> [webpack.Progress] 69% building 1465/1487 modules 22 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\regexp.prototype.flags\index.js
<s> [webpack.Progress] 69% building 1466/1487 modules 21 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\regexp.prototype.flags\index.js
<s> [webpack.Progress] 69% building 1467/1487 modules 20 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\regexp.prototype.flags\index.js
<s> [webpack.Progress] 69% building 1468/1487 modules 19 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\regexp.prototype.flags\index.js
<s> [webpack.Progress] 69% building 1469/1487 modules 18 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\regexp.prototype.flags\index.js
<s> [webpack.Progress] 69% building 1470/1487 modules 17 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\regexp.prototype.flags\index.js
<s> [webpack.Progress] 69% building 1471/1487 modules 16 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\regexp.prototype.flags\index.js
<s> [webpack.Progress] 69% building 1472/1487 modules 15 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\regexp.prototype.flags\index.js
<s> [webpack.Progress] 69% building 1473/1487 modules 14 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\regexp.prototype.flags\index.js
<s> [webpack.Progress] 69% building 1473/1488 modules 15 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\promise.allsettled\node_modules\call-bind\index.js
<s> [webpack.Progress] 69% building 1473/1489 modules 16 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\promise.allsettled\node_modules\es-abstract\2020\Type.js
<s> [webpack.Progress] 69% building 1473/1490 modules 17 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\promise.allsettled\node_modules\es-abstract\2020\PromiseResolve.js
<s> [webpack.Progress] 69% building 1473/1491 modules 18 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\imgRole.js
<s> [webpack.Progress] 69% building 1474/1491 modules 17 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\imgRole.js
<s> [webpack.Progress] 69% building 1474/1492 modules 18 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\headingRole.js
<s> [webpack.Progress] 69% building 1474/1493 modules 19 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\groupRole.js
<s> [webpack.Progress] 69% building 1475/1493 modules 18 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\groupRole.js
<s> [webpack.Progress] 69% building 1476/1493 modules 17 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\groupRole.js
<s> [webpack.Progress] 69% building 1477/1493 modules 16 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\groupRole.js
<s> [webpack.Progress] 69% building 1478/1493 modules 15 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\groupRole.js
<s> [webpack.Progress] 69% building 1478/1494 modules 16 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\gridcellRole.js
<s> [webpack.Progress] 69% building 1479/1494 modules 15 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\gridcellRole.js
<s> [webpack.Progress] 69% building 1480/1494 modules 14 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\gridcellRole.js
<s> [webpack.Progress] 69% building 1481/1494 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\gridcellRole.js
<s> [webpack.Progress] 69% building 1481/1495 modules 14 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\5\Type.js
<s> [webpack.Progress] 69% building 1482/1495 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\5\Type.js
<s> [webpack.Progress] 69% building 1482/1496 modules 14 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\gridRole.js
<s> [webpack.Progress] 69% building 1483/1496 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\gridRole.js
<s> [webpack.Progress] 69% building 1483/1497 modules 14 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\genericRole.js
<s> [webpack.Progress] 69% building 1484/1497 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@testing-library\dom\node_modules\aria-query\lib\etc\roles\literal\genericRole.js
<s> [webpack.Progress] 69% building 1484/1498 modules 14 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\SameValue.js
<s> [webpack.Progress] 69% building 1485/1498 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\SameValue.js
<s> [webpack.Progress] 69% building 1486/1498 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\SameValue.js
<s> [webpack.Progress] 69% building 1487/1498 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\SameValue.js
<s> [webpack.Progress] 69% building 1487/1499 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\RegExpExec.js
<s> [webpack.Progress] 69% building 1487/1500 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\OrdinaryObjectCreate.js
<s> [webpack.Progress] 69% building 1488/1500 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\OrdinaryObjectCreate.js
<s> [webpack.Progress] 69% building 1489/1500 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\OrdinaryObjectCreate.js
<s> [webpack.Progress] 69% building 1490/1500 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\OrdinaryObjectCreate.js
<s> [webpack.Progress] 69% building 1491/1500 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\OrdinaryObjectCreate.js
<s> [webpack.Progress] 69% building 1491/1501 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\CreateIterResultObject.js
<s> [webpack.Progress] 69% building 1492/1501 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\CreateIterResultObject.js
<s> [webpack.Progress] 69% building 1493/1501 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\CreateIterResultObject.js
<s> [webpack.Progress] 69% building 1494/1501 modules 7 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\CreateIterResultObject.js
<s> [webpack.Progress] 69% building 1495/1501 modules 6 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\CreateIterResultObject.js
<s> [webpack.Progress] 69% building 1496/1501 modules 5 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\CreateIterResultObject.js
<s> [webpack.Progress] 69% building 1497/1501 modules 4 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\CreateIterResultObject.js
<s> [webpack.Progress] 69% building 1498/1501 modules 3 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\CreateIterResultObject.js
<s> [webpack.Progress] 69% building 1498/1502 modules 4 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\AdvanceStringIndex.js
<s> [webpack.Progress] 69% building 1498/1503 modules 5 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\array.prototype.map\index.js
<s> [webpack.Progress] 69% building 1498/1504 modules 6 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\iterate-value\index.js
<s> [webpack.Progress] 69% building 1498/1505 modules 7 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\IteratorComplete.js
<s> [webpack.Progress] 69% building 1498/1506 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\IteratorNext.js
<s> [webpack.Progress] 69% building 1499/1506 modules 7 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\IteratorNext.js
<s> [webpack.Progress] 69% building 1499/1507 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\helpers\getIteratorMethod.js
<s> [webpack.Progress] 69% building 1500/1507 modules 7 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\helpers\getIteratorMethod.js
<s> [webpack.Progress] 69% building 1500/1508 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\core\node_modules\@storybook\core-client\dist\esm\preview\executeLoadable.js
<s> [webpack.Progress] 69% building 1500/1509 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\abs.js
<s> [webpack.Progress] 69% building 1500/1510 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\ToBoolean.js
<s> [webpack.Progress] 69% building 1500/1511 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\GetV.js
<s> [webpack.Progress] 69% building 1500/1512 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\DefinePropertyOrThrow.js
<s> [webpack.Progress] 69% building 1500/1513 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\floor.js
<s> [webpack.Progress] 69% building 1500/1514 modules 14 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\IsExtensible.js
<s> [webpack.Progress] 69% building 1500/1515 modules 15 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\IsDataDescriptor.js
<s> [webpack.Progress] 69% building 1500/1516 modules 16 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\OrdinaryGetOwnProperty.js
<s> [webpack.Progress] 69% building 1500/1517 modules 17 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\2020\FromPropertyDescriptor.js
<s> [webpack.Progress] 69% building 1500/1518 modules 18 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es-abstract\helpers\DefineOwnProperty.js
